frame,rep,angle,level,score
875,7,173.29861,GOOD,10
876,7,171.06319,GOOD,10
877,7,171.06003,GOOD,10
878,7,171.24454,GOOD,10
879,7,175.04726,GOOD,10
880,7,175.02855,GOOD,10
881,7,175.01053,GOOD,10
882,7,179.89304,GOOD,10
883,7,179.89157,GOOD,10
884,7,173.77368,GOOD,10
885,7,172.49846,GOOD,10
886,7,172.50237,GOOD,10
887,7,172.50186,GOOD,10
888,7,170.06885,GOOD,10
889,7,177.95618,GOOD,10
890,7,177.9462,GOOD,10
891,7,175.5979,GOOD,10
892,7,175.5979,GOOD,10
893,7,175.5979,GOOD,10
894,7,172.92268,GOOD,10
895,7,175.23804,GOOD,10
896,7,175.27519,GOOD,10
897,7,179.79424,GOOD,10
898,7,179.8056,GOOD,10
899,7,179.80687,GOOD,10
900,7,174.3127,GOOD,10
901,7,174.13272,GOOD,10
902,7,172.47021,GOOD,10
903,7,169.20387,GOOD,10
904,7,169.21593,GOOD,10
905,7,174.65086,GOOD,10
906,7,174.6244,GOOD,10
907,7,171.47542,GOOD,10
908,7,171.48308,GOOD,10
909,7,172.54112,GOOD,10
910,7,172.51915,GOOD,10
911,7,174.21896,GOOD,10
912,7,174.21698,GOOD,10
913,7,178.63289,GOOD,10
914,7,178.66222,GOOD,10
915,7,173.8058,GOOD,10
916,7,173.79353,GOOD,10
917,7,172.35713,GOOD,10
918,7,172.28021,GOOD,10
919,7,168.9652,GOOD,10
920,7,173.34348,GOOD,10
921,7,173.33846,GOOD,10
922,7,173.32887,GOOD,10
923,7,170.9671,GOOD,10
924,7,170.96269,GOOD,10
925,7,169.72891,GOOD,10
926,7,174.4901,GOOD,10
927,7,174.49294,GOOD,10
928,7,174.47717,GOOD,10
929,7,176.52707,GOOD,10
930,7,176.53627,GOOD,10
931,7,174.59084,GOOD,10
932,7,171.92679,GOOD,10
933,7,171.91766,GOOD,10
934,7,171.91045,GOOD,10
935,7,174.89153,GOOD,10
936,7,177.36687,GOOD,10
937,7,177.37946,GOOD,10
938,7,175.46854,GOOD,10
939,7,175.46635,GOOD,10
940,7,175.45613,GOOD,10
941,7,171.06992,GOOD,10
942,7,179.96466,GOOD,10
943,7,174.82333,GOOD,10
944,7,179.98111,GOOD,10
945,7,179.98387,GOOD,10
946,7,179.97113,GOOD,10
947,7,176.18333,GOOD,10
948,7,172.76926,GOOD,10
949,7,172.63643,GOOD,10
950,7,169.98338,GOOD,10
951,7,177.13347,GOOD,10
952,7,177.14119,GOOD,10
953,7,172.59438,GOOD,10
954,7,169.67923,GOOD,10
955,7,169.67717,GOOD,10
956,7,170.38763,GOOD,10
